"id";"Liga";"Data";"Home";"Away";"golHome";"golAway";"totalGols";"resultado";"golHomeHT";"golawayHT";"resultadoHT";"escanteioHome";"escanteioAway";"totalCantos";"cardAmareloHome";"cardAmareloAway";"cardRedHome";"cardRedAway";"totalgolHT";"total_cartao"
"265605";"Serie A";"2023-11-06";"Torino";"Sassuolo";"2";"1";"3";"H";"1";"1";"D";"9";"2";"11";"1";"1";"0";"0";"2";"2"
"265606";"Liga Portugal";"2023-11-06";"Farense";"Arouca";"2";"0";"2";"H";"2";"0";"H";"6";"6";"12";"1";"1";"0";"0";"2";"2"
"265607";"LaLiga";"2023-11-06";"Getafe";"Cadiz";"1";"0";"1";"H";"0";"0";"D";"6";"3";"9";"7";"1";"1";"0";"0";"9"
"265608";"BundesLiga";"2023-11-05";"Wolfsburg";"Werder Bremen";"2";"2";"4";"D";"1";"1";"D";"5";"2";"7";"4";"1";"1";"0";"2";"6"
"265609";"BundesLiga";"2023-11-05";"Heidenheim";"Stuttgart";"2";"0";"2";"H";"0";"0";"D";"9";"6";"15";"2";"2";"0";"0";"0";"4"
"265610";"Premier League";"2023-11-05";"Nott'm Forest";"Aston Villa";"2";"0";"2";"H";"1";"0";"H";"0";"10";"10";"1";"1";"0";"0";"1";"2"
"265611";"Premier League";"2023-11-05";"Luton";"Liverpool";"1";"1";"2";"D";"0";"0";"D";"4";"7";"11";"1";"1";"0";"0";"0";"2"
"265612";"Ligue 1";"2023-11-05";"Lyon";"Metz";"1";"1";"2";"D";"0";"0";"D";"4";"9";"13";"1";"1";"0";"0";"0";"2"
"265613";"Ligue 1";"2023-11-05";"Nantes";"Reims";"0";"1";"1";"A";"0";"0";"D";"10";"6";"16";"1";"2";"0";"0";"0";"3"
"265614";"Ligue 1";"2023-11-05";"Strasbourg";"Clermont";"0";"0";"0";"D";"0";"0";"D";"4";"6";"10";"2";"0";"1";"0";"0";"3"
"265615";"Ligue 1";"2023-11-05";"Toulouse";"Le Havre";"1";"2";"3";"A";"0";"0";"D";"4";"6";"10";"2";"2";"0";"0";"0";"4"
"265616";"Ligue 1";"2023-11-05";"Monaco";"Brest";"2";"0";"2";"H";"1";"0";"H";"6";"4";"10";"2";"4";"0";"1";"1";"7"
"265617";"Ligue 1";"2023-11-05";"Nice";"Rennes";"2";"0";"2";"H";"1";"0";"H";"2";"1";"3";"0";"2";"1";"1";"1";"4"
"265618";"Serie A";"2023-11-05";"Verona";"Monza";"1";"3";"4";"A";"0";"1";"A";"2";"6";"8";"1";"2";"0";"0";"1";"3"
"265619";"Serie A";"2023-11-05";"Cagliari";"Genoa";"2";"1";"3";"H";"0";"0";"D";"1";"1";"2";"4";"2";"0";"0";"0";"6"
"265620";"Serie A";"2023-11-05";"Roma";"Lecce";"2";"1";"3";"H";"0";"0";"D";"5";"2";"7";"3";"5";"0";"0";"0";"8"
"265621";"Serie A";"2023-11-05";"Fiorentina";"Juventus";"0";"1";"1";"A";"0";"1";"A";"9";"2";"11";"1";"3";"0";"0";"1";"4"
"265622";"Liga Portugal";"2023-11-05";"Casa Pia";"Vizela";"0";"1";"1";"A";"0";"0";"D";"6";"6";"12";"3";"3";"0";"0";"0";"6"
"265623";"Liga Portugal";"2023-11-05";"Moreirense";"Guimaraes";"1";"0";"1";"H";"0";"0";"D";"4";"12";"16";"1";"2";"0";"0";"0";"3"
"265624";"Liga Portugal";"2023-11-05";"Rio Ave";"Boavista";"2";"0";"2";"H";"1";"0";"H";"3";"3";"6";"3";"2";"0";"0";"1";"5"
"265625";"Liga Portugal";"2023-11-05";"Sp Lisbon";"Estrela";"3";"2";"5";"H";"1";"0";"H";"6";"1";"7";"1";"1";"0";"0";"1";"2"
"265626";"LaLiga";"2023-11-05";"Alaves";"Almeria";"1";"0";"1";"H";"0";"0";"D";"12";"6";"18";"2";"3";"0";"0";"0";"5"
"265627";"LaLiga";"2023-11-05";"Valencia";"Granada";"1";"0";"1";"H";"1";"0";"H";"0";"4";"4";"3";"5";"0";"0";"1";"8"
"265628";"LaLiga";"2023-11-05";"Villarreal";"Ath Bilbao";"2";"3";"5";"A";"0";"3";"A";"9";"3";"12";"4";"4";"0";"0";"3";"8"
"265629";"LaLiga";"2023-11-05";"Real Madrid";"Vallecano";"0";"0";"0";"D";"0";"0";"D";"11";"1";"12";"3";"5";"0";"0";"0";"8"
"265630";"BundesLiga";"2023-11-04";"FC Koln";"Augsburg";"1";"1";"2";"D";"1";"1";"D";"10";"2";"12";"1";"4";"0";"0";"2";"5"
"265631";"BundesLiga";"2023-11-04";"Freiburg";"M'gladbach";"3";"3";"6";"D";"1";"3";"A";"8";"2";"10";"2";"2";"0";"0";"4";"4"
"265632";"BundesLiga";"2023-11-04";"Hoffenheim";"Leverkusen";"2";"3";"5";"A";"0";"2";"A";"4";"3";"7";"3";"2";"0";"0";"2";"5"
"265633";"BundesLiga";"2023-11-04";"Mainz";"RB Leipzig";"2";"0";"2";"H";"0";"0";"D";"2";"7";"9";"3";"1";"0";"0";"0";"4"
"265634";"BundesLiga";"2023-11-04";"Union Berlin";"Ein Frankfurt";"0";"3";"3";"A";"0";"2";"A";"9";"1";"10";"0";"1";"0";"0";"2";"1"
"265635";"BundesLiga";"2023-11-04";"Dortmund";"Bayern Munich";"0";"4";"4";"A";"0";"2";"A";"3";"2";"5";"3";"2";"0";"0";"2";"5"
"265636";"Premier League";"2023-11-04";"Fulham";"Man United";"0";"1";"1";"A";"0";"0";"D";"9";"4";"13";"5";"2";"0";"0";"0";"7"
"265637";"Premier League";"2023-11-04";"Brentford";"West Ham";"3";"2";"5";"H";"1";"2";"A";"4";"3";"7";"1";"4";"0";"0";"3";"5"
"265638";"Premier League";"2023-11-04";"Burnley";"Crystal Palace";"0";"2";"2";"A";"0";"1";"A";"12";"1";"13";"0";"5";"0";"0";"1";"5"
"265639";"Premier League";"2023-11-04";"Everton";"Brighton";"1";"1";"2";"D";"1";"0";"H";"3";"3";"6";"4";"2";"0";"0";"1";"6"
"265640";"Premier League";"2023-11-04";"Man City";"Bournemouth";"6";"1";"7";"H";"3";"0";"H";"12";"1";"13";"0";"1";"0";"0";"3";"1"
"265641";"Premier League";"2023-11-04";"Sheffield United";"Wolves";"2";"1";"3";"H";"0";"0";"D";"4";"4";"8";"2";"3";"0";"0";"0";"5"
"265642";"Premier League";"2023-11-04";"Newcastle";"Arsenal";"1";"0";"1";"H";"0";"0";"D";"0";"11";"11";"5";"1";"0";"0";"0";"6"
"265643";"Ligue 1";"2023-11-04";"Lorient";"Lens";"0";"0";"0";"D";"0";"0";"D";"1";"5";"6";"3";"3";"0";"0";"0";"6"
"265644";"Ligue 1";"2023-11-04";"Marseille";"Lille";"0";"0";"0";"D";"0";"0";"D";"2";"8";"10";"2";"3";"0";"0";"0";"5"
"265645";"Serie A";"2023-11-04";"Salernitana";"Napoli";"0";"2";"2";"A";"0";"1";"A";"8";"9";"17";"1";"1";"0";"0";"1";"2"
"265646";"Serie A";"2023-11-04";"Atalanta";"Inter";"1";"2";"3";"A";"0";"1";"A";"6";"1";"7";"4";"1";"1";"0";"1";"6"
"265647";"Serie A";"2023-11-04";"Milan";"Udinese";"0";"1";"1";"A";"0";"0";"D";"11";"5";"16";"1";"2";"0";"0";"0";"3"
"265648";"Liga Portugal";"2023-11-04";"Chaves";"Benfica";"0";"2";"2";"A";"0";"0";"D";"3";"8";"11";"5";"2";"0";"0";"0";"7"
"265649";"Liga Portugal";"2023-11-04";"Famalicao";"Gil Vicente";"3";"1";"4";"H";"2";"0";"H";"7";"2";"9";"3";"3";"0";"0";"2";"6"
"265650";"Liga Portugal";"2023-11-04";"Sp Braga";"Portimonense";"6";"1";"7";"H";"0";"1";"A";"5";"5";"10";"1";"2";"0";"0";"1";"3"
"265651";"LaLiga";"2023-11-04";"Osasuna";"Girona";"2";"4";"6";"A";"1";"1";"D";"2";"7";"9";"5";"3";"0";"0";"2";"8"
"265652";"LaLiga";"2023-11-04";"Betis";"Mallorca";"2";"0";"2";"H";"1";"0";"H";"6";"1";"7";"1";"4";"0";"1";"1";"6"
"265653";"LaLiga";"2023-11-04";"Celta";"Sevilla";"1";"1";"2";"D";"1";"0";"H";"4";"6";"10";"2";"5";"1";"0";"1";"8"
"265654";"LaLiga";"2023-11-04";"Sociedad";"Barcelona";"0";"1";"1";"A";"0";"0";"D";"8";"3";"11";"3";"3";"0";"0";"0";"6"
"265655";"BundesLiga";"2023-11-03";"Darmstadt";"Bochum";"1";"2";"3";"A";"1";"1";"D";"11";"2";"13";"2";"5";"1";"0";"2";"8"
"265656";"Ligue 1";"2023-11-03";"Paris SG";"Montpellier";"3";"0";"3";"H";"1";"0";"H";"9";"2";"11";"1";"0";"0";"0";"1";"1"
"265657";"Serie A";"2023-11-03";"Bologna";"Lazio";"1";"0";"1";"H";"0";"0";"D";"2";"6";"8";"2";"5";"0";"0";"0";"7"
"265658";"Liga Portugal";"2023-11-03";"Porto";"Estoril";"0";"1";"1";"A";"0";"0";"D";"9";"6";"15";"5";"7";"0";"0";"0";"12"
"265659";"LaLiga";"2023-11-03";"Las Palmas";"Ath Madrid";"2";"1";"3";"H";"0";"0";"D";"3";"4";"7";"0";"3";"0";"0";"0";"3"
"265660";"Serie A";"2023-10-30";"Empoli";"Atalanta";"0";"3";"3";"A";"0";"2";"A";"3";"6";"9";"4";"0";"0";"0";"2";"4"
"265661";"Serie A";"2023-10-30";"Lazio";"Fiorentina";"1";"0";"1";"H";"0";"0";"D";"0";"4";"4";"3";"3";"0";"0";"0";"6"
"265662";"Liga Portugal";"2023-10-30";"Boavista";"Sp Lisbon";"0";"2";"2";"A";"0";"1";"A";"4";"8";"12";"3";"2";"0";"0";"1";"5"
"265663";"LaLiga";"2023-10-30";"Granada";"Villarreal";"2";"3";"5";"A";"2";"3";"A";"4";"1";"5";"0";"4";"0";"0";"5";"4"
"265664";"BundesLiga";"2023-10-29";"Ein Frankfurt";"Dortmund";"3";"3";"6";"D";"2";"1";"H";"0";"4";"4";"3";"2";"0";"0";"3";"5"
"265665";"BundesLiga";"2023-10-29";"Leverkusen";"Freiburg";"2";"1";"3";"H";"1";"0";"H";"11";"4";"15";"0";"2";"0";"0";"1";"2"
"265666";"Premier League";"2023-10-29";"West Ham";"Everton";"0";"1";"1";"A";"0";"0";"D";"4";"3";"7";"4";"1";"0";"0";"0";"5"
"265667";"Premier League";"2023-10-29";"Aston Villa";"Luton";"3";"1";"4";"H";"1";"0";"H";"6";"4";"10";"3";"2";"0";"0";"1";"5"
"265668";"Premier League";"2023-10-29";"Brighton";"Fulham";"1";"1";"2";"D";"1";"0";"H";"7";"3";"10";"0";"3";"0";"0";"1";"3"
"265669";"Premier League";"2023-10-29";"Liverpool";"Nott'm Forest";"3";"0";"3";"H";"2";"0";"H";"8";"3";"11";"2";"3";"0";"0";"2";"5"
"265670";"Premier League";"2023-10-29";"Man United";"Man City";"0";"3";"3";"A";"0";"1";"A";"7";"12";"19";"4";"1";"0";"0";"1";"5"
"265671";"Ligue 1";"2023-10-29";"Brest";"Paris SG";"2";"3";"5";"A";"1";"2";"A";"9";"5";"14";"3";"4";"0";"0";"3";"7"
"265672";"Ligue 1";"2023-10-29";"Lille";"Monaco";"2";"0";"2";"H";"2";"0";"H";"2";"8";"10";"1";"2";"0";"0";"2";"3"
"265673";"Ligue 1";"2023-10-29";"Metz";"Le Havre";"0";"0";"0";"D";"0";"0";"D";"5";"6";"11";"2";"2";"0";"0";"0";"4"
"265674";"Ligue 1";"2023-10-29";"Montpellier";"Toulouse";"3";"0";"3";"H";"1";"0";"H";"3";"4";"7";"2";"3";"0";"0";"1";"5"
"265675";"Ligue 1";"2023-10-29";"Rennes";"Strasbourg";"1";"1";"2";"D";"1";"0";"H";"7";"5";"12";"2";"2";"0";"0";"1";"4"
"265676";"Serie A";"2023-10-29";"Cagliari";"Frosinone";"4";"3";"7";"H";"0";"2";"A";"5";"7";"12";"1";"4";"0";"0";"2";"5"
"265677";"Serie A";"2023-10-29";"Monza";"Udinese";"1";"1";"2";"D";"1";"0";"H";"10";"3";"13";"2";"1";"0";"0";"1";"3"
"265678";"Serie A";"2023-10-29";"Inter";"Roma";"1";"0";"1";"H";"0";"0";"D";"8";"0";"8";"3";"4";"0";"0";"0";"7"
"265679";"Serie A";"2023-10-29";"Napoli";"Milan";"2";"2";"4";"D";"0";"2";"A";"6";"4";"10";"4";"3";"1";"0";"2";"8"
"265680";"Liga Portugal";"2023-10-29";"Rio Ave";"Farense";"3";"4";"7";"A";"2";"2";"D";"5";"6";"11";"3";"3";"0";"0";"4";"6"
"265681";"Liga Portugal";"2023-10-29";"Estrela";"Famalicao";"1";"0";"1";"H";"0";"0";"D";"3";"2";"5";"3";"3";"0";"1";"0";"7"
"265682";"Liga Portugal";"2023-10-29";"Vizela";"Porto";"0";"2";"2";"A";"0";"2";"A";"4";"4";"8";"3";"4";"0";"0";"2";"7"
"265683";"LaLiga";"2023-10-29";"Betis";"Osasuna";"2";"1";"3";"H";"1";"0";"H";"6";"3";"9";"3";"4";"0";"0";"1";"7"
"265684";"LaLiga";"2023-10-29";"Vallecano";"Sociedad";"2";"2";"4";"D";"1";"1";"D";"4";"5";"9";"3";"2";"0";"0";"2";"5"
"265685";"LaLiga";"2023-10-29";"Ath Bilbao";"Valencia";"2";"2";"4";"D";"1";"0";"H";"10";"4";"14";"3";"1";"0";"0";"1";"4"
"265686";"LaLiga";"2023-10-29";"Ath Madrid";"Alaves";"2";"1";"3";"H";"2";"0";"H";"4";"4";"8";"3";"2";"0";"0";"2";"5"
"265687";"BundesLiga";"2023-10-28";"Augsburg";"Wolfsburg";"3";"2";"5";"H";"1";"2";"A";"5";"5";"10";"6";"4";"1";"0";"3";"11"
"265688";"BundesLiga";"2023-10-28";"Bayern Munich";"Darmstadt";"8";"0";"8";"H";"0";"0";"D";"7";"1";"8";"1";"2";"1";"2";"0";"6"
"265689";"BundesLiga";"2023-10-28";"M'gladbach";"Heidenheim";"2";"1";"3";"H";"1";"1";"D";"6";"4";"10";"0";"3";"0";"0";"2";"3"
"265690";"BundesLiga";"2023-10-28";"Stuttgart";"Hoffenheim";"2";"3";"5";"A";"0";"2";"A";"6";"0";"6";"2";"1";"0";"0";"2";"3"
"265691";"BundesLiga";"2023-10-28";"Werder Bremen";"Union Berlin";"2";"0";"2";"H";"1";"0";"H";"3";"3";"6";"1";"4";"0";"1";"1";"6"
"265692";"BundesLiga";"2023-10-28";"RB Leipzig";"FC Koln";"6";"0";"6";"H";"4";"0";"H";"11";"1";"12";"2";"4";"0";"1";"4";"7"
"265693";"Premier League";"2023-10-28";"Chelsea";"Brentford";"0";"2";"2";"A";"0";"0";"D";"10";"1";"11";"1";"4";"0";"0";"0";"5"
"265694";"Premier League";"2023-10-28";"Arsenal";"Sheffield United";"5";"0";"5";"H";"1";"0";"H";"6";"1";"7";"0";"3";"0";"0";"1";"3"
"265695";"Premier League";"2023-10-28";"Bournemouth";"Burnley";"2";"1";"3";"H";"1";"1";"D";"10";"5";"15";"2";"3";"0";"0";"2";"5"
"265696";"Premier League";"2023-10-28";"Wolves";"Newcastle";"2";"2";"4";"D";"1";"2";"A";"8";"7";"15";"1";"4";"0";"0";"3";"5"
"265697";"Ligue 1";"2023-10-28";"Reims";"Lorient";"1";"0";"1";"H";"0";"0";"D";"4";"4";"8";"1";"3";"0";"0";"0";"4"
"265698";"Ligue 1";"2023-10-28";"Lens";"Nantes";"4";"0";"4";"H";"1";"0";"H";"4";"1";"5";"1";"2";"0";"0";"1";"3"
"265699";"Serie A";"2023-10-28";"Sassuolo";"Bologna";"1";"1";"2";"D";"1";"1";"D";"6";"2";"8";"1";"4";"0";"0";"2";"5"
"265700";"Serie A";"2023-10-28";"Lecce";"Torino";"0";"1";"1";"A";"0";"1";"A";"3";"0";"3";"3";"5";"0";"0";"1";"8"
"265701";"Serie A";"2023-10-28";"Juventus";"Verona";"1";"0";"1";"H";"0";"0";"D";"5";"1";"6";"3";"2";"0";"0";"0";"5"
"265702";"Liga Portugal";"2023-10-28";"Portimonense";"Estoril";"1";"0";"1";"H";"1";"0";"H";"6";"4";"10";"6";"1";"0";"0";"1";"7"
"265703";"Liga Portugal";"2023-10-28";"Benfica";"Casa Pia";"1";"1";"2";"D";"1";"0";"H";"10";"2";"12";"1";"2";"0";"0";"1";"3"
"265704";"Liga Portugal";"2023-10-28";"Guimaraes";"Chaves";"5";"0";"5";"H";"3";"0";"H";"4";"3";"7";"0";"3";"0";"1";"3";"4"
"265705";"Liga Portugal";"2023-10-28";"Gil Vicente";"Sp Braga";"3";"3";"6";"D";"1";"0";"H";"4";"9";"13";"4";"2";"0";"1";"1";"7"
"265706";"LaLiga";"2023-10-28";"Almeria";"Las Palmas";"1";"2";"3";"A";"0";"1";"A";"3";"2";"5";"3";"1";"0";"0";"1";"4"
"265707";"LaLiga";"2023-10-28";"Barcelona";"Real Madrid";"1";"2";"3";"A";"1";"0";"H";"6";"3";"9";"2";"1";"0";"0";"1";"3"
"265708";"LaLiga";"2023-10-28";"Mallorca";"Getafe";"0";"0";"0";"D";"0";"0";"D";"8";"3";"11";"0";"1";"0";"0";"0";"1"
"265709";"LaLiga";"2023-10-28";"Cadiz";"Sevilla";"2";"2";"4";"D";"2";"1";"H";"2";"4";"6";"6";"4";"0";"0";"3";"10"
"265710";"BundesLiga";"2023-10-27";"Bochum";"Mainz";"2";"2";"4";"D";"1";"0";"H";"5";"4";"9";"3";"3";"0";"0";"1";"6"
"265711";"Premier League";"2023-10-27";"Crystal Palace";"Tottenham";"1";"2";"3";"A";"0";"0";"D";"11";"2";"13";"2";"1";"0";"0";"0";"3"
"265712";"Ligue 1";"2023-10-27";"Clermont";"Nice";"0";"1";"1";"A";"0";"0";"D";"2";"2";"4";"0";"2";"0";"0";"0";"2"
"265713";"Serie A";"2023-10-27";"Genoa";"Salernitana";"1";"0";"1";"H";"1";"0";"H";"7";"0";"7";"3";"4";"0";"0";"1";"7"
"265714";"Liga Portugal";"2023-10-27";"Arouca";"Moreirense";"0";"1";"1";"A";"0";"1";"A";"7";"5";"12";"2";"2";"0";"1";"1";"5"
"265715";"LaLiga";"2023-10-27";"Girona";"Celta";"1";"0";"1";"H";"0";"0";"D";"10";"1";"11";"3";"2";"0";"0";"0";"5"
"265716";"Premier League";"2023-10-23";"Tottenham";"Fulham";"2";"0";"2";"H";"1";"0";"H";"3";"5";"8";"2";"0";"0";"0";"1";"2"
"265717";"Serie A";"2023-10-23";"Udinese";"Lecce";"1";"1";"2";"D";"0";"0";"D";"2";"7";"9";"3";"5";"0";"0";"0";"8"
"265718";"Serie A";"2023-10-23";"Fiorentina";"Empoli";"0";"2";"2";"A";"0";"1";"A";"13";"3";"16";"1";"3";"0";"0";"1";"4"
"265719";"LaLiga";"2023-10-23";"Valencia";"Cadiz";"2";"0";"2";"H";"2";"0";"H";"4";"6";"10";"0";"3";"0";"1";"2";"4"
"265720";"BundesLiga";"2023-10-22";"FC Koln";"M'gladbach";"3";"1";"4";"H";"1";"0";"H";"8";"3";"11";"0";"2";"0";"1";"1";"3"
"265721";"BundesLiga";"2023-10-22";"Heidenheim";"Augsburg";"2";"5";"7";"A";"2";"3";"A";"6";"5";"11";"3";"2";"0";"0";"5";"5"
"265722";"Premier League";"2023-10-22";"Aston Villa";"West Ham";"4";"1";"5";"H";"1";"0";"H";"8";"7";"15";"0";"1";"0";"0";"1";"1"
"265723";"Ligue 1";"2023-10-22";"Lorient";"Rennes";"2";"1";"3";"H";"2";"1";"H";"6";"16";"22";"0";"2";"0";"0";"3";"2"
"265724";"Ligue 1";"2023-10-22";"Lille";"Brest";"1";"0";"1";"H";"1";"0";"H";"3";"5";"8";"2";"3";"0";"0";"1";"5"
"265725";"Ligue 1";"2023-10-22";"Nantes";"Montpellier";"2";"0";"2";"H";"1";"0";"H";"4";"3";"7";"2";"1";"0";"0";"1";"3"
"265726";"Ligue 1";"2023-10-22";"Toulouse";"Reims";"1";"1";"2";"D";"0";"0";"D";"5";"7";"12";"2";"0";"0";"0";"0";"2"
"265727";"Ligue 1";"2023-10-22";"Monaco";"Metz";"2";"1";"3";"H";"1";"1";"D";"10";"2";"12";"1";"3";"0";"0";"2";"4"
"265728";"Ligue 1";"2023-10-22";"Lyon";"Clermont";"1";"2";"3";"A";"0";"2";"A";"10";"3";"13";"4";"6";"0";"0";"2";"10"
"265729";"Serie A";"2023-10-22";"Roma";"Monza";"1";"0";"1";"H";"0";"0";"D";"8";"5";"13";"2";"4";"0";"1";"0";"7"
"265730";"Serie A";"2023-10-22";"Bologna";"Frosinone";"2";"1";"3";"H";"2";"0";"H";"4";"5";"9";"2";"2";"0";"1";"2";"5"
"265731";"Serie A";"2023-10-22";"Salernitana";"Cagliari";"2";"2";"4";"D";"0";"0";"D";"8";"5";"13";"3";"4";"0";"0";"0";"7"
"265732";"Serie A";"2023-10-22";"Atalanta";"Genoa";"2";"0";"2";"H";"0";"0";"D";"8";"4";"12";"4";"2";"0";"0";"0";"6"
"265733";"Serie A";"2023-10-22";"Milan";"Juventus";"0";"1";"1";"A";"0";"0";"D";"6";"3";"9";"1";"4";"1";"0";"0";"6"
"265734";"LaLiga";"2023-10-22";"Las Palmas";"Vallecano";"0";"1";"1";"A";"0";"0";"D";"10";"5";"15";"4";"3";"0";"1";"0";"8"
"265735";"LaLiga";"2023-10-22";"Girona";"Almeria";"5";"2";"7";"H";"3";"2";"H";"9";"6";"15";"1";"2";"0";"0";"5";"3"
"265736";"LaLiga";"2023-10-22";"Villarreal";"Alaves";"1";"1";"2";"D";"0";"0";"D";"9";"3";"12";"4";"3";"0";"0";"0";"7"
"265737";"LaLiga";"2023-10-22";"Barcelona";"Ath Bilbao";"1";"0";"1";"H";"0";"0";"D";"4";"7";"11";"3";"3";"0";"0";"0";"6"
"265738";"BundesLiga";"2023-10-21";"Darmstadt";"RB Leipzig";"1";"3";"4";"A";"1";"2";"A";"6";"0";"6";"6";"3";"0";"0";"3";"9"
"265739";"BundesLiga";"2023-10-21";"Freiburg";"Bochum";"2";"1";"3";"H";"2";"1";"H";"5";"2";"7";"3";"4";"0";"0";"3";"7"
"265740";"BundesLiga";"2023-10-21";"Hoffenheim";"Ein Frankfurt";"1";"3";"4";"A";"1";"3";"A";"6";"3";"9";"3";"0";"0";"0";"4";"3"
"265741";"BundesLiga";"2023-10-21";"Union Berlin";"Stuttgart";"0";"3";"3";"A";"0";"1";"A";"4";"2";"6";"2";"1";"0";"0";"1";"3"
"265742";"BundesLiga";"2023-10-21";"Wolfsburg";"Leverkusen";"1";"2";"3";"A";"1";"1";"D";"4";"3";"7";"3";"5";"0";"0";"2";"8"
"265743";"BundesLiga";"2023-10-21";"Mainz";"Bayern Munich";"1";"3";"4";"A";"1";"2";"A";"2";"7";"9";"3";"2";"0";"0";"3";"5"
"265744";"Premier League";"2023-10-21";"Liverpool";"Everton";"2";"0";"2";"H";"0";"0";"D";"12";"4";"16";"1";"1";"0";"1";"0";"3"
"265745";"Premier League";"2023-10-21";"Bournemouth";"Wolves";"1";"2";"3";"A";"1";"0";"H";"3";"12";"15";"2";"6";"1";"0";"1";"9"
"265746";"Premier League";"2023-10-21";"Brentford";"Burnley";"3";"0";"3";"H";"1";"0";"H";"5";"5";"10";"5";"2";"0";"1";"1";"8"
"265747";"Premier League";"2023-10-21";"Man City";"Brighton";"2";"1";"3";"H";"2";"0";"H";"2";"2";"4";"2";"2";"1";"0";"2";"5"
"265748";"Premier League";"2023-10-21";"Newcastle";"Crystal Palace";"4";"0";"4";"H";"3";"0";"H";"6";"8";"14";"2";"3";"0";"0";"3";"5"
"265749";"Premier League";"2023-10-21";"Nott'm Forest";"Luton";"2";"2";"4";"D";"0";"0";"D";"4";"2";"6";"3";"0";"0";"0";"0";"3"
"265750";"Premier League";"2023-10-21";"Chelsea";"Arsenal";"2";"2";"4";"D";"1";"0";"H";"2";"7";"9";"3";"3";"0";"0";"1";"6"
"265751";"Premier League";"2023-10-21";"Sheffield United";"Man United";"1";"2";"3";"A";"1";"1";"D";"5";"4";"9";"3";"1";"0";"0";"2";"4"
"265752";"Ligue 1";"2023-10-21";"Paris SG";"Strasbourg";"3";"0";"3";"H";"2";"0";"H";"1";"6";"7";"2";"0";"0";"0";"2";"2"
"265753";"Ligue 1";"2023-10-21";"Nice";"Marseille";"1";"0";"1";"H";"0";"0";"D";"4";"2";"6";"4";"3";"0";"1";"0";"8"
"265754";"Serie A";"2023-10-21";"Verona";"Napoli";"1";"3";"4";"A";"0";"2";"A";"5";"8";"13";"3";"2";"0";"0";"2";"5"
"265755";"Serie A";"2023-10-21";"Torino";"Inter";"0";"3";"3";"A";"0";"0";"D";"2";"4";"6";"1";"2";"0";"0";"0";"3"
"265756";"Serie A";"2023-10-21";"Sassuolo";"Lazio";"0";"2";"2";"A";"0";"2";"A";"5";"7";"12";"1";"5";"0";"0";"2";"6"
"265757";"LaLiga";"2023-10-21";"Sociedad";"Mallorca";"1";"0";"1";"H";"0";"0";"D";"2";"5";"7";"3";"3";"0";"0";"0";"6"
"265758";"LaLiga";"2023-10-21";"Getafe";"Betis";"1";"1";"2";"D";"1";"1";"D";"4";"8";"12";"5";"2";"0";"0";"2";"7"
"265759";"LaLiga";"2023-10-21";"Sevilla";"Real Madrid";"1";"1";"2";"D";"0";"0";"D";"4";"6";"10";"5";"2";"0";"0";"0";"7"
"265760";"LaLiga";"2023-10-21";"Celta";"Ath Madrid";"0";"3";"3";"A";"0";"1";"A";"7";"5";"12";"3";"2";"1";"0";"1";"6"
"265761";"BundesLiga";"2023-10-20";"Dortmund";"Werder Bremen";"1";"0";"1";"H";"0";"0";"D";"10";"4";"14";"1";"5";"0";"0";"0";"6"
"265762";"Ligue 1";"2023-10-20";"Le Havre";"Lens";"0";"0";"0";"D";"0";"0";"D";"3";"3";"6";"2";"3";"0";"0";"0";"5"
"265763";"LaLiga";"2023-10-20";"Osasuna";"Granada";"2";"0";"2";"H";"1";"0";"H";"1";"7";"8";"3";"4";"0";"1";"1";"8"
"265764";"BundesLiga";"2023-10-08";"Leverkusen";"FC Koln";"3";"0";"3";"H";"2";"0";"H";"11";"4";"15";"3";"0";"0";"0";"2";"3"
"265765";"BundesLiga";"2023-10-08";"Bayern Munich";"Freiburg";"3";"0";"3";"H";"2";"0";"H";"7";"1";"8";"1";"0";"0";"0";"2";"1"
"265766";"BundesLiga";"2023-10-08";"Ein Frankfurt";"Heidenheim";"2";"0";"2";"H";"1";"0";"H";"3";"6";"9";"2";"3";"0";"0";"1";"5"
"265767";"Premier League";"2023-10-08";"Brighton";"Liverpool";"2";"2";"4";"D";"1";"2";"A";"8";"1";"9";"1";"2";"0";"0";"3";"3"
"265768";"Premier League";"2023-10-08";"West Ham";"Newcastle";"2";"2";"4";"D";"1";"0";"H";"4";"2";"6";"3";"3";"0";"0";"1";"6"
"265769";"Premier League";"2023-10-08";"Wolves";"Aston Villa";"1";"1";"2";"D";"0";"0";"D";"2";"10";"12";"2";"2";"1";"0";"0";"5"
"265770";"Premier League";"2023-10-08";"Arsenal";"Man City";"1";"0";"1";"H";"0";"0";"D";"5";"4";"9";"2";"3";"0";"0";"0";"5"
"265771";"Ligue 1";"2023-10-08";"Marseille";"Le Havre";"3";"0";"3";"H";"2";"0";"H";"4";"3";"7";"0";"3";"0";"1";"2";"4"
"265772";"Ligue 1";"2023-10-08";"Brest";"Toulouse";"1";"1";"2";"D";"0";"1";"A";"3";"5";"8";"2";"2";"0";"0";"1";"4"
"265773";"Ligue 1";"2023-10-08";"Lyon";"Lorient";"3";"3";"6";"D";"3";"1";"H";"5";"2";"7";"0";"0";"0";"0";"4";"0"
